MOVEMENTID,ToolingCode,TotalVolume
20403,MAN.CIP.CI1,4.00
20403,MAN.ELC.P75,1.00
20403,MAN.CHA.JC2,1.00
20403,MAN.CNT.PL2,9.00
20403,MAN.ELC.D05,3.00
20403,PNE.MNG.ARC,1.00
20403,MAN.CHA.LUN,2.00
20403,MAN.ELC.MNR,3.00
20403,MAN.ELC.D10,3.00
20403,MAN.CNT.PL1,6.00
20403,MAN.ELC.D15,3.00
20403,MAN.CNT.PL4,4.00
20403,MAN.ELC.D30,2.00
20403,MAN.ELC.D20,2.00
20403,SEG.CAI.ETT,2.00
20404,MAN.CIP.CI1,1.00
20404,EPI.SLD.MCS,1.00
20404,MAN.CHP.LUN,2.00
20405,EPI.RSP.MFP,10.00
20406,CON.RCT.DL1,40.00
20406,CON.RCT.DS1,850.00
20407,ELM.EIA.EAR,1.00
20407,ELM.BRB.PDR,1.00
20408,ELM.RCT.125,1.00
20408,ARM.CFE.SER,1.00
20408,CON.MDG.GRF,12.00
20408,ELM.CRT.SEC,1.00
20408,EPI.VIS.PRT,12.00
20408,EPI.GLB.CAP,6.00
20408,EPI.AUD.TMP,10.00
20408,MAN.SUP.CAV,2.00
20408,EPI.LUV.PEL,12.00
20408,EPI.RSP.MDC,50.00
20410,ELT.QEL.PIM,2.00
20410,CON.CBT.ENC,3.00
20410,MAN.MAL.TBN,3.00
20410,HID.MTB.MVT,1.00
20413,CON.SLD.IX3,1.80
20414,EPI.LUV.TIG,2.00
20414,ELM.RCT.RBL,1.00
20414,CON.LIM.TRP,5.00
20414,ELT.EXT.E16,5.00
20414,EPI.LUV.PEL,10.00
20414,MAN.CNT.PL1,8.00
20417,ELT.QEL.PIM,2.00
20417,ARM.CTT.CTF,1.00
20418,EPI.RSP.MDC,200.00
20418,CON.LIM.SAC,20.00
20418,CON.RCT.DS1,100.00
20418,CON.SLD.VDT,20.00
20418,EPI.RSP.MFP,300.00
20419,EPI.LUV.LET,6.00
20419,EPI.GLB.FT3,4.00
20420,EPI.GLB.COL,1.00
20420,EPI.GLB.CAP,1.00
20420,EPI.RSP.MFP,20.00
20420,EPI.LUV.LET,12.00
20420,EPI.VIS.PRT,1.00
20423,CON.MIG.ASA,3.00
20423,CON.RCT.DS2,100.00
20423,CON.SLD.IX2,10.20
20423,CON.RCT.DS3,100.00
20423,CON.SLD.IX3,22.20
20424,EPI.GLB.CAP,4.00
20424,CON.SLD.MIG,10.00
20424,MAN.CNT.R10,1.00
20425,EPI.RSP.MFP,30.00
20425,HID.BMB.SIM,1.00
20425,EPI.LUV.SOL,2.00
20425,EPI.LUV.PEL,30.00
20425,EPI.VIS.PRT,24.00
20425,MAN.CNT.PL1,12.00
20425,MAN.CNT.PL3,5.00
20425,EPI.RSP.MDC,100.00
20425,MAN.TRA.GRD,1.00
20425,MAN.CNT.PL2,9.00
20427,MAN.CNT.PL1,17.00
20427,MAN.CNT.PL2,13.00
20429,HID.BMB.DEF,2.00
20429,ELM.RCT.125,8.00
20429,HID.CIL.CHS,2.00
20431,MAN.CNT.PL2,8.00
20431,MAN.CNT.PL1,8.00
20431,MAN.CNT.PL3,8.00
20431,MAN.CNT.PL4,3.00
20431,MAN.CNT.RD5,2.00
20435,ELM.APS.APS,1.00
20435,ELT.EXT.E32,2.00
20435,ELM.APR.API,1.00
20435,MAN.CNT.PL2,2.00
20435,GAS.OXI.MNG,1.00
20435,MAN.CNT.PL3,1.00
20435,ELM.EXT.ETS,1.00
20435,MAN.CNT.PL4,2.00
20435,ELM.RCT.125,1.00
20435,MAN.OXI.MOC,1.00
20436,MAN.CNT.PL3,1.00
20436,MAN.CNT.PL4,1.00
20438,MAN.CNT.PL2,2.00
20442,ELM.MTB.MVT,1.00
20443,ELM.RCT.125,2.00
20443,CON.LIM.SAC,20.00
20443,ELM.CRT.SSB,1.00
20443,MAN.CHA.ALP,4.00
20444,EPI.GLB.CAP,1.00
20446,CON.QMC.DBL,1.00
20447,EPI.LUV.PEL,1.00
20447,EPI.VIS.EST,1.00
20448,EPI.LUV.PEL,24.00
20448,EPI.RSP.FG2,8.00
20448,EPI.RSP.FP2,4.00
20448,EPI.VIS.EST,1.00
20451,ELM.CRT.SSB,1.00
20452,ELM.MDR.MDR,1.00
20453,CON.LIM.LPE,2.00
20454,ELM.APR.API,4.00
20454,ELM.RCT.125,5.00
20454,ELM.CHI.CEE,3.00
20454,ELM.CRT.CAR,1.00
20454,ELT.CHI.C32,1.00
20454,ELM.EXT.ETS,5.00
20454,ELM.RCT.230,2.00
20454,PNE.MNG.ARC,1.00
20461,ELT.EXT.E16,1.00
20462,ELT.EXT.E16,1.00
20468,SEG.CAI.ETT,5.00
20470,MAN.SUP.GMP,4.00
20470,MAN.ELC.P75,1.00
20470,CON.FRC.WDL,9.00
20470,EPI.LUV.LTX,1.00
20470,EPI.RSP.MFP,70.00
20470,MAN.ELC.P15,1.00
20470,MAN.MNL.058,4.00
20471,EPI.LUV.LTX,99.00
20472,EPI.LUV.PEL,1.00
20472,EPI.RSP.MDC,50.00
20473,ELM.CHI.CEE,5.00
20474,ELM.BRB.PDR,1.00
20474,ELM.MOM.ESM,1.00
20474,ELM.APS.APS,2.00
20474,ELM.EXT.ETS,8.00
20474,ELM.ILU.PRJ,1.00
20474,ELM.RCT.230,1.00
20474,GAS.OXI.MNG,1.00
20474,MAN.ABR.TRX,1.00
20474,MAN.ELC.P75,1.00
20475,ELT.APS.ARC,1.00
20477,ELM.APR.API,2.00
20477,ELM.ILU.PRJ,2.00
20477,MAN.ELC.P15,1.00
20477,ELM.MTB.PRT,1.00
20477,MAN.OXI.MOC,1.00
20480,MAN.CNT.PL1,3.00
20480,MAN.CNT.PL2,2.00
20480,MAN.CNT.RD4,1.00
20481,ELM.BRB.BAT,1.00
20482,MAN.ELC.P15,1.00
20483,PNE.MNG.ARC,1.00
20484,MAN.OXI.MOC,1.00
20485,MAN.CNT.PL1,2.00
20486,ARM.CFE.TUB,1.00
20486,ELT.CHI.C63,1.00
20486,ELM.CRT.CEX,1.00
20486,GAS.OXI.MNG,1.00
20486,ELT.EXT.E32,2.00
20486,MAN.CNT.PL1,1.00
20486,SEG.CAI.ETT,5.00
20487,CON.RCT.DS1,50.00
20487,EPI.GLB.FT3,12.00
20487,CON.LIM.TRP,5.00
20487,CON.QMC.PIN,5.00
20487,EPI.LUV.PEL,24.00
20488,CON.LIM.TRP,25.00
20488,MAN.ELC.AMN,2.00
20488,CON.QMC.CRT,25.00
20488,ELM.BRB.CMB,1.00
20488,CON.MDG.COP,4.00
20488,ELM.BRB.FER,1.00
20488,ELM.RCT.125,1.00
20488,ELM.EXT.ETS,1.00
20488,CON.MDG.GRF,6.00
20488,EPI.GLB.FT1,15.00
20488,ELM.BRB.BAT,1.00
20488,MAN.CIP.CI3,1.00
20488,MAT.BRB.ABB,1.00
20489,EPI.AUD.TMP,50.00
20489,EPI.LUV.PEL,72.00
20489,EPI.LUV.SOL,12.00
20489,EPI.RSP.MDC,100.00
20489,EPI.RSP.MFP,50.00
20507,SEG.ALT.1SC,1.00
20507,SEG.LDV.LVT,1.00
20507,SEG.ALT.CRD,2.00
20507,SEG.ALT.RSG,1.00
20510,EPI.RSP.FG2,20.00
20511,CON.MDG.GRF,4.00
20512,MAN.CHA.LIM,12.00
20513,ARM.CTT.CTF,1.00
20514,ARM.CTT.CTA,1.00
20515,ARM.CTT.CTF,1.00
20519,ARM.BAU.BAU,3.00
20519,ELM.APS.APS,1.00
20519,ELM.APS.TIG,1.00
20519,ELM.EXT.ETS,5.00
20519,ARM.CFE.MEC,2.00
20519,ELM.CHI.CEE,2.00
20519,MAN.APS.AAS,3.00
20519,ELM.RCT.125,2.00
20519,ELM.ASD.TTG,1.00
20519,EPI.ANQ.CVA,5.00
20519,ELM.RCT.RBL,1.00
20519,ELM.RCT.180,1.00
20519,MAN.CHA.JC3,1.00
20519,EPI.SLD.MCS,2.00
20519,EPI.ARN.ARN,5.00
20519,GAS.MAN.MAR,1.00
20519,MAN.SLD.FRS,1.00
20520,ELM.APS.TIG,1.00
20520,ELM.ASD.TTG,1.00
20521,CON.SLD.TGS,10.00
20521,EPI.RSP.FG2,10.00
20521,CON.TIG.ACE,11.00
20521,EPI.GLB.CAP,11.00
20521,EPI.LUV.PEL,60.00
20521,EPI.RSP.FG3,10.00
20521,EPI.RSP.FP2,10.00
20521,EPI.RSP.FP3,10.00
20521,EPI.VIS.VSR,10.00
20523,ELM.BRB.CMB,1.00
20524,EPI.VIS.EST,10.00
20525,HPS.MNG.MAP,1.00
20526,ARM.CFE.MEC,2.00
20526,EPI.VIS.PRT,15.00
20526,EPI.AUD.TMP,15.00
20526,EPI.LUV.PEL,15.00
20526,EPI.RSP.MDC,50.00
20526,EPI.VIS.VSR,2.00
20527,ELM.EXT.ETS,1.00
20527,EPI.RSP.MDC,50.00
20528,EPI.GLB.FRQ,1.00
20528,EPI.GLB.CAP,1.00
20529,ELM.EXT.ETS,4.00
20529,ELM.RCT.125,4.00
20529,ARM.CFE.MEC,1.00
20529,ELM.APS.TIG,1.00
20529,ELM.ILU.PBT,3.00
20529,EPI.LUV.LET,2.00
20529,EPI.ANQ.CVA,4.00
20529,EPI.AUD.TMP,10.00
20529,ELM.RCT.230,2.00
20529,EPI.RSP.FG2,4.00
20529,EPI.LUV.PEL,16.00
20529,EPI.RSP.FG3,8.00
20529,ELM.RCT.RBL,2.00
20529,EPI.RSP.MFP,50.00
20529,EPI.RSP.AK2,2.00
20529,MAN.EMM.H2S,4.00
20529,EPI.ARN.ARN,4.00
20529,EPI.RSP.MDC,50.00
20529,EPI.LUV.SOL,2.00
20529,EPI.RSP.MMM,4.00
20529,EPI.VIS.EST,4.00
20529,EPI.VIS.VSR,6.00
20532,ELM.BRB.BMG,1.00
20535,MAN.OXI.MOC,1.00
20537,ELM.CRT.SEC,1.00
20537,ELM.RCT.125,1.00
20537,ELM.CRT.SSB,1.00
20537,ELM.MDR.MDR,1.00
20537,MAN.SUP.CAV,2.00
20538,ARM.BAU.BAU,1.00
20539,ARM.BAU.BAU,1.00
20540,ARM.BAU.BAU,1.00
20541,ARM.MAL.MBA,1.00
20542,ELM.EIA.EAR,1.00
20545,EPI.VIS.PRT,1.00
20545,EPI.RSP.MFP,20.00
20570,ELM.BRB.CMB,1.00
20571,SEG.ALT.CRD,4.00
20571,SEG.ALT.RSG,1.00
20572,ARM.MAL.MBA,1.00
20573,EPI.RSP.MFP,3.00
20576,ARM.CFE.MEC,1.00
20577,EPI.ARN.ARN,2.00
20577,EPI.ANQ.CVA,2.00
20577,EPI.LUV.LET,2.00
20579,EPI.GLB.FGN,2.00
20583,EPI.ANQ.CVA,2.00
20583,EPI.AUD.TMP,10.00
20583,ELM.APR.API,1.00
20583,ARM.CFE.SER,1.00
20583,EPI.RSP.MFP,20.00
20583,ELM.RCT.115,1.00
20583,ELM.EXT.ETS,1.00
20583,EPI.GLB.CAP,2.00
20583,EPI.ARN.ARN,2.00
20583,EPI.GLB.COL,1.00
20583,EPI.VIS.PRT,2.00
20583,EPI.GLB.FRQ,2.00
20583,MAN.CIP.JI3,1.00
20583,EPI.LUV.LET,6.00
20584,EPI.GLB.FRQ,1.00
20584,EPI.AUD.TMP,1.00
20584,EPI.GLB.CAP,1.00
20584,EPI.VIS.PRT,1.00
20584,EPI.GLB.COL,1.00
20586,ARM.CTT.CTF,1.00
20587,EPI.LUV.SOL,6.00
20587,EPI.RSP.MDC,200.00
20587,EPI.RSP.MFP,200.00
20587,EPI.LUV.PEL,48.00
20589,EPI.RSP.MDC,500.00
20593,ARM.CTT.CTF,1.00
20594,EPI.LUV.PEL,48.00
20594,CON.LIM.PLP,4.00
20597,ARM.MAL.MBA,1.00
20611,EPI.ANQ.CVA,1.00
20611,EPI.ARN.ARN,1.00
20611,SEG.CAI.ETT,1.00
20614,EPI.ARN.ARN,6.00
20614,EPI.GLB.CAP,1.00
20614,EPI.ANQ.RTR,3.00
20614,EPI.ANQ.CVA,6.00
20614,MAN.ELC.P75,6.00
20614,EPI.GLB.COL,7.00
20616,ELM.BRB.BAT,1.00
20621,ARM.CTT.CTF,1.00
20627,CON.FIT.PPL,2.00
20627,EPI.RSP.MFP,100.00
20627,ARM.MAL.MBA,1.00
20627,CON.FIT.PLT,2.00
20627,CON.QMC.DBL,2.00
20627,EPI.VIS.PRT,12.00
20627,EPI.RSP.MDC,50.00
20627,ELM.APS.APS,1.00
20627,MAN.APS.AAS,2.00
20627,MAN.CIP.CI3,1.00
20627,MAN.ELC.D15,1.00
20627,PNE.MNG.ARC,2.00
20628,ELM.EXT.ETS,1.00
20628,ELM.RCT.230,1.00
20631,CON.MDG.GRF,6.00
20631,CON.LIM.ESC,2.00
20631,ARM.MAL.MBA,1.00
20631,ELM.APR.API,2.00
20631,CON.QMC.LUB,1.00
20631,EPI.ANQ.CVA,6.00
20631,ELM.APS.TIG,1.00
20631,ELM.EXT.ETS,4.00
20631,ELM.ASD.TTG,1.00
20631,EPI.LUV.PEL,12.00
20631,ELM.CHI.CEE,1.00
20631,ELM.MDG.DAG,1.00
20631,EPI.AUD.TMP,110.00
20631,EPI.RSP.MDC,1.00
20631,EPI.ANQ.RTR,2.00
20631,EPI.ARN.ARN,6.00
20631,EPI.VIS.PRT,1.00
20631,MAN.CHA.ALV,1.00
20631,HID.CIL.CHS,2.00
20631,MAN.CHA.JC3,1.00
20631,HID.BMB.SIM,2.00
20631,MAN.CHP.BOC,4.00
20631,HID.CIL.FUR,2.00
20631,MAN.CHP.LUN,4.00
20631,MAN.CIP.JI2,1.00
20631,MAN.ELC.P60,2.00
20631,MAN.CHA.MRM,3.00
20631,MAN.CNT.PL1,8.00
20631,MAN.CNT.PL4,4.00
20631,MAN.ELC.D10,2.00
20631,MAN.ELC.D30,2.00
20633,ELT.MAP.MAF,1.00
20634,MAN.CIP.JI3,1.00
20638,MAN.EMM.MTH,2.00
20639,CON.MDG.COP,5.00
20640,ELM.ILU.PRJ,1.00
20640,EPI.GLB.FT1,4.00
20640,HID.BMB.SIM,2.00
20640,HID.CIL.CHS,2.00
20640,EPI.LUV.PEL,4.00
20640,MAN.CIP.JI3,1.00
20640,MAN.CNT.PL2,2.00
20640,HID.CIL.FUR,1.00
20640,MAN.ELC.P75,1.00
20640,MAN.ELC.D10,1.00
20640,MAN.CNT.PL1,2.00
20640,MAN.RMT.SRH,1.00
20641,MAN.RMT.UTR,1.00
20643,ARM.CFE.MEC,3.00
20643,ELM.APS.TIG,1.00
20643,ELM.APR.API,2.00
20643,MAN.CHA.JC3,1.00
20643,ELM.EXT.ETS,4.00
20643,EPI.RSP.MDC,50.00
20643,ELM.RCT.125,1.00
20643,MAN.CNT.PL1,2.00
20643,ELM.RCT.180,1.00
20643,MAN.CHA.AJ2,2.00
20643,EPI.GLB.FT3,4.00
20643,MAN.MNL.034,6.00
20643,MAN.ELC.P75,2.00
20644,ELT.ASD.MMG,2.00
20644,MAN.ELC.GRC,3.00
20644,ELT.APS.MIG,2.00
20646,CON.TIG.ACE,3.00
20646,ELM.BRB.CMB,1.00
20646,ELM.ASD.TTG,1.00
20646,MAN.CHA.FTM,3.00
20646,ELM.RCT.125,2.00
20646,ELM.RCT.230,1.00
20651,EPI.AUD.TMP,2.00
20651,EPI.ARN.ARN,2.00
20651,EPI.LUV.PEL,2.00
20651,EPI.ANQ.CVA,2.00
20651,EPI.VIS.PRT,2.00
20651,EPI.GLB.FRQ,1.00
20651,EPI.LUV.LTX,100.00
20651,EPI.RSP.MFP,10.00
20657,MAN.CHA.ALV,2.00
20657,ELM.APS.TIG,1.00
20657,EPI.RSP.FG2,20.00
20658,ARM.BAU.BAU,1.00
20658,CON.FIT.PLT,10.00
20658,CON.SLD.TGS,3.00
20658,ELM.RCT.125,2.00
20658,CON.TIG.ACE,16.00
20676,ARM.BAU.BAU,1.00
20676,ELM.APR.API,1.00
20676,ELM.CHI.CEE,1.00
20676,ELM.EXT.ETS,1.00
20676,EPI.ANQ.CVA,2.00
20676,ELM.RCT.125,1.00
20676,EPI.ARN.ARN,2.00
20676,MAN.CIP.JI3,1.00
20677,EPI.AUD.TMP,2.00
20677,EPI.LUV.PEL,4.00
20677,EPI.VIS.PRT,2.00
20677,EPI.RSP.MDC,50.00
20677,EPI.VIS.VSR,2.00
20698,CON.MIG.DIF,6.00
20698,ARM.MAL.MBA,3.00
20698,ARM.CFE.MEC,3.00
20698,ELM.EXT.ETS,18.00
20698,ELM.EIA.EAR,2.00
20698,CON.MIG.BCM,4.00
20698,CON.MIG.BTM,16.00
20698,ELM.RCT.180,2.00
20698,ELM.RCT.125,8.00
20698,ELM.APS.APS,5.00
20698,ELM.ILU.PRJ,6.00
20698,ELT.APS.ARC,2.00
20698,ELT.QEL.PIM,1.00
20698,ELM.APS.TIG,1.00
20698,ELM.RCT.230,5.00
20698,EPI.RSP.MFP,150.00
20698,EPI.AUD.TMP,25.00
20698,ELM.CHI.CEE,6.00
20698,ELT.CHI.C63,5.00
20698,MAN.ELC.P75,1.00
20698,EPI.LUV.ARC,12.00
20698,ELT.ASD.EXA,6.00
20698,ELT.EXT.E32,11.00
20698,MAN.MNL.012,4.00
20698,EPI.VIS.PRT,27.00
20698,EPI.RSP.FG2,38.00
20698,EPI.LUV.PEL,48.00
20698,PNE.MNG.ARC,10.00
20698,MAN.CNT.PL1,7.00
20698,EPI.RSP.MDC,50.00
20698,MAN.ELC.D05,1.00
20698,EPI.SLD.MCS,16.00
20698,EPI.VIS.VSR,16.00
20698,MAN.CNT.PL2,1.00
20701,MAN.APS.AAS,12.00
20707,EPI.ARN.ARN,4.00
20717,EPI.ARN.ARN,2.00
20717,EPI.LUV.LET,2.00
20717,EPI.ANQ.CVA,2.00
20722,ELM.APR.API,2.00
20722,ARM.CFE.MEC,2.00
20722,ELM.APS.SAP,1.00
20722,ELM.APS.APS,1.00
20722,ELM.BRB.FER,1.00
20722,ELM.BRB.BAT,1.00
20722,ELM.BRB.PDR,1.00
20722,ELM.EXT.E24,3.00
20722,ELM.EXT.ETS,6.00
20722,ELM.BRB.BMG,2.00
20722,ELM.CHI.CEE,3.00
20722,ELM.RCT.125,4.00
20722,ELM.ILU.P24,2.00
20722,ELM.ILU.PBT,2.00
20722,ELT.ASD.EXA,3.00
20722,ELT.PLS.PLA,1.00
20722,ELM.RCT.230,1.00
20722,ELM.ILU.PRJ,1.00
20722,GAS.OXI.MNG,1.00
20722,HID.BMB.SIM,2.00
20722,MAN.CNT.PL3,3.00
20722,ELT.CHI.C63,2.00
20722,HID.CIL.CHS,1.00
20722,MAN.CHA.JC2,1.00
20722,MAN.ELC.P75,1.00
20722,MAN.CNT.PL2,7.00
20722,MAN.CNT.PL5,2.00
20722,MAN.CNT.PL1,3.00
20722,PNE.MNG.ARC,1.00
20722,MAN.ELC.D20,1.00
20722,MAN.ELC.D10,1.00
20722,MAN.OXI.MOC,1.00
20722,MAN.OXI.LOA,2.00
20722,MAN.TRA.GRD,1.00
20722,SEG.CAI.ETT,3.00
20725,ELM.CHI.CEE,2.00
20725,ARM.CFE.TUB,1.00
20725,CON.BRC.SDM,1.00
20725,ARM.MAL.MBA,1.00
20725,ELM.EXT.ETS,4.00
20725,ELM.RCT.RBL,2.00
20725,ELM.RCT.125,1.00
20725,MAN.SUP.PPT,8.00
20740,CON.SLD.IX1,10.80
20740,ARM.BAU.BAU,2.00
20740,ARM.MAL.MBA,1.00
20740,CON.LIX.ESF,2.00
20740,ELM.APR.API,2.00
20740,CON.PIN.TPI,2.00
20740,CON.LIX.ESH,2.00
20740,ELM.ILU.PRJ,3.00
20740,ELM.BRB.FER,1.00
20740,CON.QMC.DEC,2.00
20740,CON.SLD.VDT,20.00
20740,ELM.RCT.230,1.00
20740,ELM.EXT.ETS,5.00
20740,CON.SLD.VDP,4.00
20740,ELM.APS.TIG,1.00
20740,EPI.LUV.PEL,15.00
20740,ELM.RCT.RBL,1.00
20740,ELM.ASD.TTG,1.00
20740,ELM.BRB.PDR,1.00
20740,MAN.TRA.GRD,2.00
20740,EPI.LUV.BOR,4.00
20740,ELM.RCT.125,2.00
20740,ELM.CHI.CEE,1.00
20740,MAN.RES.BAL,1.00
20740,EPI.RSP.MFP,100.00
20740,MAN.EAC.ESC,1.00
20740,GAS.MAN.DEB,2.00
20741,ELM.BRB.CMB,1.00
20741,ELM.EXT.ETS,5.00
20741,ARM.BAU.BAU,1.00
20741,ARM.CFE.MEC,1.00
20741,EPI.LUV.LET,12.00
20741,ELM.ILU.PBT,2.00
20741,ARM.MAL.MBA,1.00
20741,CON.RCT.DS1,10.00
20741,SEG.ALT.1SC,1.00
20741,EPI.GLB.FT3,20.00
20741,ELM.RCT.125,1.00
20741,ELM.BRB.PDR,3.00
20741,SEG.ALT.CRD,2.00
20741,ELM.CHI.CEE,1.00
20741,MAN.CAD.MET,2.00
20741,ELM.ILU.P24,5.00
20741,SEG.ALT.RSG,1.00
20741,ELM.ILU.Q24,3.00
20741,EPI.RSP.FG3,8.00
20741,EPI.RSP.MFP,20.00
20742,EPI.VIS.VSR,20.00
20742,EPI.RSP.MFP,600.00
20742,EPI.GLB.FT1,30.00
20742,EPI.GLB.FT3,65.00
20746,EPI.RSP.MDC,350.00
20746,EPI.LUV.PEL,77.00
20746,EPI.LUV.LET,94.00
20746,EPI.AUD.TMP,20.00
20746,EPI.VIS.PRT,20.00
20747,EPI.LUV.PEL,77.00
20747,EPI.AUD.TMP,12.00
20747,EPI.RSP.MDC,550.00
20747,EPI.VIS.PRT,12.00
20747,EPI.LUV.LET,94.00
20771,EPI.SLD.CSL,4.00
20771,EPI.SLD.CPS,3.00
20771,EPI.GLB.FGN,13.00
20771,EPI.VIS.VSR,3.00
20773,ARM.BAU.BAU,1.00
20773,CON.RCT.DL1,4.00
20773,ELM.BRB.PDR,1.00
20773,ARM.CFE.MEC,1.00
20773,CON.PIN.TPI,2.00
20773,CON.RCT.DS1,115.00
20773,ELM.CHI.CEE,2.00
20773,CON.BRC.SDP,1.00
20773,MAN.CNT.PL1,3.00
20773,CON.SLD.AC2,20.40
20773,MAN.CHA.MRM,2.00
20773,CON.LIM.ESC,2.00
20773,MAN.SLD.FRS,2.00
20773,CON.SLD.VDT,3.00
20773,MAN.ELC.D10,2.00
20773,ELM.ILU.PBT,2.00
20773,ELM.APR.API,1.00
20773,EPI.LUV.PEL,3.00
20773,ELM.APR.APR,1.00
20773,EPI.RSP.MDC,50.00
20773,ELM.EXT.ETS,4.00
20773,EPI.SLD.MCS,2.00
20773,MAN.CHA.JC3,1.00
20773,MAN.ELC.P75,2.00
20781,ELM.APR.API,2.00
20781,ARM.CFE.TUB,1.00
20781,ARM.CFE.MEC,2.00
20781,ARM.BAU.BAU,3.00
20781,ELM.APR.APR,1.00
20781,ELM.APS.TIG,2.00
20781,ELM.BRB.BAT,1.00
20781,ARM.CFE.SER,1.00
20781,ELM.EXT.ETS,18.00
20781,ELM.CHI.CEE,7.00
20781,ELM.ILU.PRJ,5.00
20781,ELM.ASD.TTG,2.00
20781,ELM.RCT.230,3.00
20781,GAS.OXI.MNG,4.00
20781,ELT.ASD.MMG,5.00
20781,ELM.RCT.125,9.00
20781,ELT.CHI.C32,4.00
20781,MAN.ELC.D10,2.00
20781,ELT.CHI.C63,3.00
20781,ELT.APS.MIG,3.00
20781,ELT.EXT.E63,4.00
20781,MAN.ELC.D30,3.00
20781,ELT.EXT.E32,9.00
20781,ELT.QEL.PIM,3.00
20781,EPI.ARN.ARN,7.00
20781,EPI.AUD.TMP,25.00
20781,EPI.ANQ.CVA,7.00
20781,EPI.LUV.ARC,12.00
20781,EPI.LUV.SOL,8.00
20781,EPI.VIS.PRT,20.00
20781,EPI.LUV.PEL,48.00
20781,MAN.CNT.PL1,2.00
20781,EPI.RSP.MFP,100.00
20781,MAN.OXI.MOC,4.00
20781,EPI.RSP.MDC,100.00
20781,MAN.CIP.JI3,1.00
20781,EPI.SLD.MCS,5.00
20781,MAN.ELC.D15,2.00
20781,EPI.VIS.VSR,20.00
20781,MAN.ELC.P15,2.00
20781,GAS.MAN.DEB,2.00
20781,MAN.ELC.P75,4.00
20781,MAN.CNT.PL2,10.00
20781,MAN.ELC.D20,1.00
20782,ARM.CFE.TUB,1.00
20783,CON.BRC.HSS,6.00
20783,CON.RCT.DS1,10.00
20783,MAN.CNT.PL2,3.00
20783,CON.BRC.SDP,1.00
20783,CON.RCT.DL1,10.00
20783,MAN.CHP.JCP,1.00
20783,MAN.CNT.PL1,3.00
20783,MAN.ELC.D10,3.00
20783,MAN.ELC.P15,3.00
20784,GAS.OXI.MNG,1.00
20785,ELM.EXT.ETS,1.00
20786,ELM.EXT.ETS,1.00
20787,ELM.EXT.ETS,1.00
20788,ELM.EXT.ETS,1.00
20789,ELT.EXT.E32,1.00
20790,ELT.ASD.EXA,2.00
20791,MAN.CNT.PL1,1.00
20792,MAN.OXI.MOC,1.00
20793,MAN.ELC.P75,1.00
20795,ELT.ASD.MMG,2.00
20795,MAN.ELC.GRC,3.00
20795,ELT.APS.MIG,2.00
20796,SEG.ALT.STV,1.00
20796,SEG.ALT.CRD,6.00
20796,SEG.ATA.RGT,1.00
20796,MAN.FTG.FTG,1.00
20796,SEG.LDV.LVT,3.00
20797,EPI.RSP.MMM,1.00
20800,ELM.APS.TIG,2.00
20800,ELM.APS.APS,1.00
20800,CON.FMD.CLD,4.00
20800,ELM.RCT.RBL,2.00
20800,ELM.RCT.125,4.00
20800,ELT.APS.APS,1.00
20801,CON.ABR.JMM,2.00
20801,ELT.ASD.MMG,4.00
20801,ELM.EIA.EAR,2.00
20801,CON.BRC.HSS,30.00
20801,CON.OXI.OAC,30.00
20801,EPI.LUV.PEL,84.00
20801,MAN.CNT.PL3,5.00
20801,CON.SLD.VDT,200.00
20801,EPI.RSP.FG2,40.00
20801,EPI.RSP.FP2,40.00
20801,MAN.ELC.P75,4.00
20801,ELM.ASD.TTG,1.00
20801,EPI.RSP.MFP,300.00
20801,EPI.RSP.MDC,300.00
20801,MAN.OXI.MOC,5.00
20801,MAN.CNT.PL1,4.00
20801,EPI.RSP.MMM,3.00
20801,MAN.CNT.PL2,4.00
20801,MAN.ELC.D10,4.00
20801,MAN.MAL.TBN,1.00
20801,MAN.LIM.BOR,5.00
20801,MAN.SUP.PPT,4.00
20805,CON.LIM.PLP,1.00
20805,EPI.LUV.LET,2.00
20806,ELM.BRB.PDR,1.00
20807,ELM.RCT.125,1.00
20809,ELM.BRB.BMG,1.00
20809,CON.BRC.CBH,1.00
20809,CON.QMC.SCT,1.00
20809,CON.FRC.WDL,3.00
20809,ELM.BRB.PDR,1.00
20809,ELM.BRB.FER,1.00
20809,ELM.EXT.ETS,2.00
20816,CON.BRC.CBH,1.00
20816,ARM.BAU.BAU,1.00
20816,ARM.CFE.MEC,3.00
20816,ELM.EXT.ETS,3.00
20816,EPI.LUV.LET,12.00
20816,ARM.MAL.MBA,1.00
20816,ELM.APR.API,2.00
20816,EPI.ANQ.CVA,6.00
20816,HID.CIL.CHS,1.00
20816,ELM.RCT.125,2.00
20816,ELM.BRB.BAT,1.00
20816,MAN.CHA.ALV,2.00
20816,MAN.CHA.MRM,1.00
20816,MAN.CHA.MLH,1.00
20816,EPI.ARN.ARN,6.00
20816,MAN.CNT.PL2,4.00
20816,MAN.ELC.AMN,6.00
20816,MAN.MNL.078,4.00
20816,MAN.CHA.JC3,1.00
20816,MAN.ELC.D20,2.00
20816,MAN.CHP.JCP,1.00
20816,MAN.CIP.JI3,1.00
20816,MAN.ELC.P15,2.00
20816,MAN.RES.TAB,4.00
20820,CON.BRC.CBH,1.00
20820,ARM.BAU.BAU,1.00
20820,ARM.MAL.MBA,1.00
20820,EPI.ANQ.CHV,2.00
