MOVEMENTID,ToolID,Tool,TotalVolume
5731,9934,Martelo Pneumático (guilho),1.00
5731,7178,Diferencial de 1 Ton,1.00
5731,10412,Extensão de Alicate,1.00
5731,7478,Mangueira de Ar,1.00
5731,10214,Chicote CEE - Schuko Triplo,1.00
5731,7345,"Cinta Plana 2 Ton 1,5 Metros",1.00
5731,10518,Extensão Tripla 220V,1.00
5731,9332,Projetor LED a bateria,1.00
5731,10410,Extensão de Alicate,1.00
5731,7464,Mangueira de Ar,1.00
5731,10721,Rebolo (Retificadora direta),1.00
5731,9467,"Cinta Plana 1 Ton 1,5 Metros (fina)",1.00
5731,10853,"Cinta Plana 2 Ton 1,5 Metros",1.00
5731,7467,Mangueira de Ar,1.00
5731,11071,Extensão 32 Amp. 4 Pinos,1.00
5731,9586,Rebolo (Retificadora direta),1.00
5731,10860,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5731,7477,Mangueira de Ar,1.00
5731,11678,Arnês de Segurança,1.00
5731,10990,Projetor LED a bateria,1.00
5731,10991,Projetor LED a bateria,1.00
5731,7480,Mangueira de Ar,1.00
5731,11685,Retificadora diam. 230 mm,1.00
5731,11234,Cinta Plana 2 Ton 3 Metros,1.00
5731,11232,Cinta Plana 2 Ton 3 Metros,1.00
5731,8460,Chicote CEE - Schuko Triplo,1.00
5731,11855,"Alicate de Arcair	",1.00
5731,11848,Extensão 32 Amp. 4 Pinos,1.00
5731,11422,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5731,9466,"Cinta Plana 1 Ton 1,5 Metros (fina)",1.00
5731,12775,Retificadora diam. 125 mm,1.00
5731,9469,"Cinta Plana 1 Ton 1,5 Metros (fina)",1.00
5731,12964,Mangueira de Ar,1.00
5731,9797,Arnês de Segurança,1.00
5731,10449,Extensão de Alicate,1.00
5731,10857,Arnês de Segurança,1.00
5731,10957,Extensão 32 Amp. 4 Pinos,1.00
5731,11426,Extensão 32 Amp. 4 Pinos,1.00
5731,11786,Extensão Tripla 220V,1.00
5731,11850,Extensão 32 Amp. 4 Pinos,1.00
5731,11853,Extensão 32 Amp. 4 Pinos,1.00
5728,6658,Máquina de corte a plasma,1.00
5726,8209,Máscara Filtrante FFP3 com válvula,5.00
5726,8194,Luvas pele (mecânico) Tam. 9,12.00
5726,8195,Luvas pele (mecânico) Tam. 10,12.00
5726,8191,Óculos de proteção,15.00
5726,14282,Fato Tyvek Cinza Cat. 1 - L,5.00
5726,14283,Fato Tyvek Cinza Cat. 1 - XL,5.00
5726,15187,"Elétrodo E316L 2,5 mm",10.00
5726,13599,Meia-Máscara respiratória (6100-S; 6200-M; 6300-L),3.00
5726,15103,"Elétrodo E7018 3,2 mm",30.00
5726,15186,"Elétrodo E316L 3,2 mm",10.00
5724,7539,Contentor de Ferramenta Nº27,1.00
5723,16853,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
5723,2994,Mangueira de Oxicorte,1.00
5723,3664,"Aparafusadora de impacto a bateria 1/2""",1.00
5723,5229,Manómetro de Oxigénio,1.00
5723,16869,Mangueira de Ar - Perdido CT11 24/04/2023,1.00
5723,11363,Mangueira de Oxicorte,1.00
5723,5232,Manómetro de Acetileno,1.00
5723,16993,Maçarico de corte (Lança de corte),1.00
5723,8644,Mangueira de Ar,1.00
5722,4072,Berbequim a bateria,1.00
5722,2876,Retificadora diam. 125 mm,1.00
5722,3504,Berbequim a bateria,1.00
5722,3505,Berbequim a bateria,1.00
5722,6299,"Aparafusadora de impacto a bateria 1/2""",1.00
5722,6388,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5722,4510,Retificadora diam. 230 mm,1.00
5722,3572,Retificadora diam. 125 mm,1.00
5722,7629,Berbequim de ferro,1.00
5722,8406,Extensão tripla 220V,1.00
5722,7919,"Cinta Plana 1 Ton 1,5 Metros",1.00
5722,5397,Retificadora diam. 125 mm,1.00
5722,8461,Chicote CEE - Schuko Triplo,1.00
5722,8457,Chicote CEE - Schuko Triplo,1.00
5722,9230,Pimenteiro (Quadro Elétrico),1.00
5722,5503,Nivel Laser 3 eixos,1.00
5722,9390,Malão,1.00
5722,10517,Retificadora diam. 125 mm,1.00
5722,9953,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
5722,10320,Berbequim a bateria,1.00
5722,10225,Extensão Tripla 220V (Rolo),1.00
5722,10568,Caixa de Ferramenta Serralheiro,1.00
5722,11161,"Jogo de Chaves de Caixa Longas 1/2""",1.00
5722,10336,Aparelho de Soldar,1.00
5722,11575,Extensão Tripla 220V,1.00
5722,11760,Bancada com torno,1.00
5722,11476,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5722,10667,Chicote CEE - Schuko Triplo,1.00
5722,11931,Arnês de Segurança,1.00
5722,11194,Extensão Tripla 220V,1.00
5722,11540,Retificadora diam. 125 mm - Perdido CT27,1.00
5722,11477,Arnês de Segurança,1.00
5722,11570,"Extensão Tripla 220V	",1.00
5722,14150,Soprador de ar quente,1.00
5719,16795,Luva de anti-corte Nº9,6.00
5719,8191,Óculos de proteção,10.00
5719,15300,Luva Eletricista Tam. 10,24.00
5719,8195,Luvas pele (mecânico) Tam. 10,24.00
5719,8194,Luvas pele (mecânico) Tam. 9,24.00
5719,15299,Luva Eletricista Tam. 9,24.00
5719,16796,Luva de anti-corte Nº10,10.00
5712,13138,"Manilha de 1""",1.00
5712,7070,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5712,11716,Diferencial de 2 Ton,1.00
5712,3157,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5712,15876,Cinta Plana 3 Ton 4 Metros,1.00
5712,13111,Cinta Plana 2 Ton 2 Metros,1.00
5712,6457,Diferencial de 2 Ton,1.00
5712,13137,"Manilha de 1""",1.00
5712,10731,"Manilha de 1""",1.00
5712,13140,"Manilha de 1""",1.00
5712,15874,Cinta Plana 3 Ton 4 Metros,1.00
5711,4605,Chicote CEE - Schuko Simples,1.00
5711,2499,Retificadora diam. 125 mm,1.00
5711,2665,Cilindro Hidráulico FURADO 30 Ton,1.00
5711,2384,Retificadora diam. 125 mm,1.00
5711,6867,Caixa de Ferramenta Serralheiro,1.00
5711,5847,Mangueira de Ar,1.00
5711,6897,Mangueira de Ar,1.00
5711,4019,Extensão Tripla 220V,1.00
5711,7760,Projetor LED a bateria,1.00
5711,8941,Extensão tripla 220V,1.00
5711,8658,Extensão Tripla 220V,1.00
5711,10031,"Aparafusadora de impacto a bateria 1/2""",1.00
5711,11337,Cinta Plana 4 Ton 4 Metros,1.00
5711,11123,Cinta Plana 1 Ton 1 Metro,1.00
5711,11334,Cinta Plana 4 Ton 4 Metros,1.00
5711,10385,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5711,11764,Maçarico de corte (Lança de corte),1.00
5711,11264,Berbequim de ferro,1.00
5711,11726,Extensão Tripla 220V,1.00
5711,10571,Retificadora diam. 125 mm,1.00
5711,13110,Cinta Plana 2 Ton 2 Metros,1.00
5711,13109,Cinta Plana 2 Ton 2 Metros,1.00
5711,12610,Chicote CEE - Schuko Triplo,1.00
5711,13087,Aparelho de soldar TIG,1.00
5711,12658,Mangueira de Ar,1.00
5711,13142,"Manilha de 7/8""",1.00
5711,13259,Cinta Plana 1 Ton 1 Metro,1.00
5711,13272,Cinta Plana 1 Ton 1 Metro,1.00
5711,15283,Extensão tripla 220V,1.00
5707,2241,Reboque AV39950,1.00
5701,13575,Aparelho de soldar,1.00
5699,2378,Contentor de Ferramenta Nº1,1.00
5695,16984,Cinta Plana 4 Ton 6 Metros,1.00
5695,16982,Cinta Plana 4 Ton 6 Metros,1.00
5695,16981,Cinta Plana 4 Ton 6 Metros,1.00
5695,16983,Cinta Plana 4 Ton 6 Metros,1.00
5695,16988,Cinta Plana 8 Ton 6 Metros,1.00
5695,16985,Cinta Plana 4 Ton 6 Metros,1.00
5695,16986,Cinta plana 5Ton 5 Metros,1.00
5695,16989,Cinta Plana 8 Ton 6 Metros,1.00
5694,9870,Tocha MIG MAG Refrigerada,1.00
5694,5453,Extensão Tripla 220V,1.00
5694,3211,Extensão Tripla 220V,1.00
5694,6635,Extensão tripla 220V,1.00
5694,11210,Extensão Tripla 220V,1.00
5694,5813,Chicote CEE - Schuko Triplo,1.00
5694,3375,Extensão Tripla 220V,1.00
5694,7602,Extensão Tripla 220V,1.00
5694,13186,Chicote CEE - Schuko Triplo,1.00
5694,11401,"Cardan de impacto 1/2""",3.00
5694,10197,Aparelho de soldar Semi-automático,1.00
5694,11423,Chicote CEE - Schuko triplo,1.00
5694,13652,Extensão Tripla 220V,1.00
5694,13345,Extensão Tripla 220V,1.00
5694,12655,Chicote CEE - Schuko Triplo,1.00
5694,15218,Extensão tripla 220V,1.00
5694,13886,Extensão tripla 220V,1.00
5694,14959,Chicote CEE - Schuko Triplo,1.00
5694,16168,Aparelho de Soldar / Arc-air portátil,1.00
5694,16347,Alicate de Arcair,1.00
5693,3028,Retificadora diam. 125 mm,1.00
5693,2248,Retificadora diam. 180 mm,1.00
5693,2417,Retificadora diam. 180 mm,1.00
5693,2317,Aparelho de soldar,1.00
5693,4034,Extensão 32 Amp. 4 Pinos,1.00
5693,2978,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos,1.00
5693,2687,Cilindro Hidráulico furado 60T,1.00
5693,3104,Extensão Tripla 220V,1.00
5693,4831,Projetor LED 30W,1.00
5693,3273,Extensão Tripla 220V - Perdido CT12,1.00
5693,2918,Extensão de Alicate,1.00
5693,4261,Extensão Tripla 220V,1.00
5693,4866,Extensão Tripla 220V,1.00
5693,4501,Retificadora diam. 125 mm,1.00
5693,2976,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos,1.00
5693,4871,Extensão 32 Amp. 4 Pinos,1.00
5693,5570,Chicote CEE - Schuko Triplo,1.00
5693,4931,Extensão de Alicate,1.00
5693,3008,Extensão de Alicate,1.00
5693,6185,Extensão Tripla 220V,1.00
5693,6296,Retificadora diam. 125 mm,1.00
5693,5140,Extensão 32 Amp. 4 Pinos,1.00
5693,3635,Chicote CEE - Schuko Triplo,1.00
5693,7310,Alavanca 1500 - 1600mm,2.00
5693,7620,Extensão Tripla 220V,1.00
5693,5728,Extensão de Alicate,1.00
5693,8458,Chicote CEE - Schuko Triplo,1.00
5693,9215,Projetor LED,1.00
5693,9342,Projetor LED,1.00
5693,5828,Projetor LED,1.00
5693,9666,Extensão Tripla 220V,1.00
5693,10176,Extensão de Alicate,1.00
5693,9503,Extensão Tripla 220V,1.00
5693,7627,Chicote CEE - Schuko Triplo,1.00
5693,11369,Caixa de ferramenta serralheiro,1.00
5693,10411,Extensão de Alicate,1.00
5693,9853,Aparelho de Soldar / Arc-air portátil,1.00
5693,7743,Cilindro Hidráulico furado 60T,1.00
5693,13631,Projetor LED a bateria - Perdido CT 26 18/04/2023,1.00
5693,11847,Extensão 32 Amp. 4 Pinos,1.00
5693,10811,Malão,1.00
5693,8186,Aparelho de soldar,1.00
5693,15315,Bancada com torno,1.00
5693,11940,Bomba Hidráulica 700 bar,1.00
5693,11428,Carro duplo de transporte de gás - Perdido Contentor 30,1.00
5693,8495,Extensão de Alicate,1.00
5693,16870,Extensão de Alicate,1.00
5693,13184,Extensão 32 Amp. 4 Pinos,1.00
5693,11865,"Retificadora diam. 230 mm	",1.00
5693,9687,Projetor LED,1.00
5693,13352,Extensão Tripla 220V,1.00
5693,15282,Extensão tripla 220V,1.00
5693,13815,Extensão Tripla 220V,1.00
5693,13318,Extensão 32 Amp. 4 Pinos,1.00
5693,16183,Extensão Tripla 220V,1.00
5693,15372,Extensão 32 Amp. 4 pinos,1.00
5693,15223,Caixa de Ferramenta Serralheiro,1.00
5693,16069,Alicate de Arcair,1.00
5693,16595,Bomba Hidráulica duplo efeito 700bar,1.00
5691,16980,"Cinta Plana 2 Ton 1,5 Metros",1.00
5691,16976,Cinta Plana 1 Ton 1 Metro,1.00
5691,16974,Cinta Plana 1 Ton 1 Metro,1.00
5691,16975,Cinta Plana 1 Ton 1 Metro,1.00
5691,16977,Cinta Plana 1 Ton 1 Metro,1.00
5691,16979,Cinta Plana 3 Ton 3 Metros,1.00
5691,16978,Cinta Plana 3 Ton 3 Metros,1.00
5688,6791,Cinta Plana 1 Ton 1 Metro,1.00
5688,6782,Cinta Plana 2 Ton 2 Metros,1.00
5688,6787,Cinta Plana 2 Ton 2 Metros,1.00
5688,6799,Cinta Plana 1 Ton 1 Metro,1.00
5688,6794,Cinta Plana 1 Ton 1 Metro,1.00
5688,7917,"Cinta Plana 1 Ton 1,5 Metros",1.00
5688,10601,"Cinta Plana 1 Ton 1,5 Metros",1.00
5688,11394,Cinta Plana 1 Ton 1 Metro,1.00
5688,6798,Cinta Plana 1 Ton 1 Metro,1.00
5688,8135,"Cinta Plana 1 Ton 1,5 Metros",1.00
5688,12100,Cinta Plana 1 Ton 1 Metro,1.00
5684,7539,Contentor de Ferramenta Nº27,1.00
5683,5000,Chave de Pancada Luneta 27,1.00
5683,5008,Chave de Pancada Luneta 32,1.00
5683,4999,Chave de Pancada Luneta 24,1.00
5683,5007,Chave de Pancada Luneta 30,1.00
5683,5016,Chave de Pancada Luneta 41,1.00
5683,5018,Chave de Pancada Luneta 50,1.00
5683,5009,Chave de Pancada Luneta 36,1.00
5683,5017,Chave de Pancada Luneta 46,1.00
5683,5276,Tabuleiro,3.00
5683,5156,Chave de Pancada Luneta 55,1.00
5683,5274,Balde,3.00
5682,2316,Retificadora diam. 125 mm,1.00
5682,5000,Chave de Pancada Luneta 27,1.00
5682,2865,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5682,2434,Aparelho de soldar,1.00
5682,2628,Diferencial de 2 Ton,1.00
5682,5007,Chave de Pancada Luneta 30,1.00
5682,3283,Diferencial de 1 Ton,1.00
5682,2620,Diferencial de 1 Ton - Perdido CT36,1.00
5682,3942,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5682,5016,Chave de Pancada Luneta 41,1.00
5682,3668,"Aparafusadora de impacto a bateria 1/2""",1.00
5682,4027,Extensão Simples 220V,1.00
5682,4167,Extensão Tripla 220V,1.00
5682,5048,Cilindro Hidráulico 10Ton (cunha),1.00
5682,4774,Caixa de Ferramenta Mecânico,1.00
5682,5017,Chave de Pancada Luneta 46,1.00
5682,4999,Chave de Pancada Luneta 24,1.00
5682,6215,Caixa de Ferramenta Mecânico,1.00
5682,5008,Chave de Pancada Luneta 32,1.00
5682,5274,Balde,1.00
5682,5009,Chave de Pancada Luneta 36,1.00
5682,7735,Projetor LED a bateria,1.00
5682,5018,Chave de Pancada Luneta 50,1.00
5682,5335,Arnês de Segurança,1.00
5682,5276,Tabuleiro,1.00
5682,9338,Projetor LED a bateria,1.00
5682,5124,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5682,5971,Retificadora diam. 125 mm,1.00
5682,5462,Berbequim pedra / ferro,1.00
5682,9775,Caixa de Ferramenta Mecânico,1.00
5682,5156,Chave de Pancada Luneta 55,1.00
5682,5997,Bomba Hidráulica 700 bar,1.00
5682,7001,Extensão tripla 220V - Perdido CT26 17/04/2023,1.00
5682,14948,Cinta Plana 1 Ton 1 Metro,1.00
5682,5423,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5682,6052,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5682,7310,Alavanca 1500 - 1600mm,1.00
5682,16597,Cilindro Hidráulico furado 20 Ton,1.00
5682,6496,Arnês de Segurança,1.00
5682,6733,"Aparafusadora de impacto a bateria 1/2""",1.00
5682,7898,Extensão Simples 220V,1.00
5682,16953,Chicote CEE - Schuko Triplo,1.00
5682,7698,Bomba Hidráulica 700 bar,1.00
5682,7093,Diferencial de 2 Ton,1.00
5682,11262,Arnês de Segurança,1.00
5682,9413,Bancada (grande),1.00
5682,8443,Extensão Tripla 220V,1.00
5682,10688,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5682,15420,Arnês de Segurança,1.00
5682,10701,"Aparafusadora de impacto a bateria 1/2""",1.00
5682,11129,Cinta Plana 1 Ton 1 Metro,1.00
5682,11225,Mascara de soldar Baby Fibra,1.00
5682,16956,"Cinta Plana 2 Ton 1,5 metros",1.00
5682,11585,Extensão tripla 220v,1.00
5682,11711,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
5682,13310,Cinta Plana 1 Ton 1 Metro,1.00
5682,11936,Retificadora diam. 180 mm,1.00
5682,13635,Projetor LED a bateria,1.00
5682,14005,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5682,13657,Chicote CEE - Schuko Triplo,1.00
5682,14947,Cinta Plana 1 Ton 1 Metro,1.00
5682,13866,Baú de Arrumação,1.00
5682,16598,Cilindro Hidráulico furado 20 Ton,1.00
5682,14618,"Chave Ajustável 24"" (francesa / inglesa)",1.00
5682,16852,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
5682,16848,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
5682,16884,Extintor Pó-Químico ABC,1.00
5682,16954,"Cinta Plana 2 Ton 1,5 metros",1.00
5682,16955,"Cinta Plana 2 Ton 1,5 metros",1.00
5682,16957,"Cinta Plana 2 Ton 1,5 metros - Perdido contentor 22 16/12/2021",1.00
5682,16958,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5681,2738,Serra-Sabre,1.00
5675,3827,Mangueira de Ar,1.00
5675,5886,Mangueira de Ar,1.00
5673,9547,Caixa de Ferramenta Mecânico,1.00
5671,2746,Cilindro Hidráulico furado 30 Ton,1.00
5671,10912,Caixa de Ferramenta Mecânico,1.00
5671,5583,Caixa de Ferramenta Mecânico,1.00
5671,5589,Caixa de Ferramenta Mecânico,1.00
5671,12797,Projetor LED a bateria,1.00
5671,11526,Caixa de Ferramenta Mecânico,1.00
5671,12796,Projetor LED a bateria,1.00
5671,12798,Projetor LED a bateria,1.00
5671,12799,Projetor LED a bateria,1.00
5669,8826,Aparelho de soldar,1.00
5669,2272,Aparelho de soldar,1.00
5669,10696,Máquina manual de fazer juntas,1.00
5669,13818,Baú de Arrumação,1.00
5669,11416,Aparelho de soldar,1.00
5669,13821,Baú de arrumação,1.00
5669,13819,Baú de Arrumação,1.00
5669,13820,Baú de Arrumação,1.00
5667,4223,Extensão 32 Amp. 5 Pinos,1.00
5667,3810,Aparelho de soldar semi-automático,1.00
5667,2595,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5667,7387,Extensão Tripla 220V,1.00
5667,4226,Extensão 32 Amp. 5 Pinos,1.00
5667,4604,Extensão 32 Amp. 5 Pinos,1.00
5667,12806,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5667,7606,Extensão Tripla 220V,1.00
5667,4596,Extensão 32 Amp. 5 Pinos,1.00
5667,7618,Extensão Tripla 220V,1.00
5667,13173,Extensão Tripla 220V,1.00
5667,7612,Extensão Tripla 220V,1.00
5667,13172,Extensão Tripla 220V,1.00
5667,11072,Extensão 32 Amp. 4 Pinos,1.00
5667,13176,Extensão Tripla 220V,1.00
5667,13171,Extensão Tripla 220V,1.00
5667,13175,Extensão Tripla 220V,1.00
5667,11075,Extensão 32 Amp. 4 Pinos,1.00
5667,13198,Extensão Tripla 220V,1.00
5667,13351,Extensão Tripla 220V - Perdido CT36,1.00
5667,13320,Extensão 32 Amp. 4 Pinos,1.00
5667,13353,Extensão Tripla 220V,1.00
5667,13529,Extensão Tripla 220V,1.00
5667,13528,Extensão Tripla 220V,1.00
5667,13532,Extensão Tripla 220V,1.00
5667,13842,Projetor LED 24V,1.00
5667,13751,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5667,13531,Extensão Tripla 220V,1.00
5667,13840,Projetor LED,1.00
5667,13845,Projetor LED,1.00
5667,13838,Extensão 32 Amp. 5 Pinos,1.00
5667,13839,Projetor LED,1.00
5667,13843,Projetor LED,1.00
5667,13848,Projetor LED,1.00
5667,13841,Projetor LED,1.00
5667,13846,Projetor LED,1.00
5667,13850,Extensão 32 Amp. 4 Pinos,1.00
5667,13849,Tocha MIG MAG,1.00
5667,13844,Projetor LED,1.00
5667,13847,Projetor LED,1.00
5663,7539,Contentor de Ferramenta Nº27,1.00
5662,6058,"Caixas de ferramenta Instrumentação	",1.00
5660,16606,Berbequim de pedra (SDS MAX),1.00
5659,8225,Grampo grande  - 800mm a 900mm,2.00
5658,4263,Máquina Hidráulica de virar tubo (manual),1.00
5657,5007,Chave de Pancada Luneta 30,2.00
5657,3233,"Aparafusadora de impacto a bateria 1/2""",1.00
5657,2852,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5657,2573,Rebolo (retificadora direta),1.00
5657,5017,Chave de Pancada Luneta 46,2.00
5657,3718,Berbequim pedra / ferro,1.00
5657,3013,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5657,3939,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5657,5165,Chave de Pancada Boca 32,1.00
5657,3734,Extensão Tripla 220V,1.00
5657,3405,Chicote CEE - Schuko Triplo,1.00
5657,4839,Bomba Hidráulica,1.00
5657,5168,Chave de Pancada Boca 55,1.00
5657,5000,Chave de Pancada Luneta 27,2.00
5657,4700,Caixa de Ferramenta Mecânico,1.00
5657,4999,Chave de Pancada Luneta 24,2.00
5657,6164,Retificadora diam. 125 mm,1.00
5657,5016,Chave de Pancada Luneta 41,2.00
5657,5008,Chave de Pancada Luneta 32,2.00
5657,5009,Chave de Pancada Luneta 36,2.00
5657,8195,Luvas pele (mecânico) Tam. 10,6.00
5657,5026,Chave de Pancada Boca 41,1.00
5657,5018,Chave de Pancada Luneta 50,2.00
5657,5025,Chave de Pancada Boca 36,1.00
5657,11225,Mascara de soldar Baby Fibra,1.00
5657,5164,Chave de Pancada Boca 24,1.00
5657,5021,Chave de Pancada Boca 30,1.00
5657,5028,Chave de Pancada Boca 46,1.00
5657,14004,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5657,5296,Chave de Pancada Boca 27,1.00
5657,5130,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5657,6259,Arnês de Segurança,1.00
5657,15171,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
5657,5967,Retificadora diam. 180 mm,1.00
5657,5156,Chave de Pancada Luneta 55,2.00
5657,6262,Arnês de Segurança,1.00
5657,15177,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5657,6141,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
5657,5166,Chave de Pancada Boca 50,1.00
5657,6288,"Aparafusadora de impacto a bateria 1/2""",1.00
5657,16877,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
5657,7683,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5657,6004,Diferencial de 2 Ton,1.00
5657,6532,Projetor LED,1.00
5657,16925,"Aparafusadora de Impacto a bateria 3/4""",1.00
5657,8082,Extensão Tripla 220V,1.00
5657,6329,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5657,7679,Caixa de Ferramenta Mecânico,1.00
5657,7415,Diferencial de 1 Ton,1.00
5657,8143,"Cinta Plana 1 Ton 1,5 Metros",1.00
5657,8138,"Cinta Plana 1 Ton 1,5 Metros",1.00
5657,7988,Diferencial de 2 Ton,1.00
5657,8244,Projetor LED a bateria,1.00
5657,8191,Óculos de proteção,12.00
5657,9452,Caixa de Ferramenta Mecânico,1.00
5657,8193,Auricular (tampão descartável) SNR 30dB,12.00
5657,9831,Retificadora diam. 125 mm,1.00
5657,8194,Luvas pele (mecânico) Tam. 9,6.00
5657,10162,Caixa de Ferramenta Mecânico,1.00
5657,10565,"Jogo de Chaves de Caixa 3/4"" com roquete",1.00
5657,10519,"Cinta Plana 1 Ton 1,5 Metros",1.00
5657,8197,Luva Nitrilo (punho malha) Tam. 9,2.00
5657,10840,"Cinta Plana 2 Ton 1,5 Metros",1.00
5657,10847,"Cinta Plana 2 Ton 1,5 Metros",1.00
5657,13645,Extensão Simples 220V,1.00
5657,8242,Projetor LED a bateria,1.00
5657,15371,Extensão Tripla 220V,1.00
5657,11037,Extensão Tripla 220V,1.00
5657,15673,Cinta Plana 3 Ton 3 Metros,1.00
5657,9878,Arnês de Segurança,1.00
5657,16923,Chicote CEE - Schuko Triplo,1.00
5657,12489,Cilindro Hidráulico furado 20 Ton,1.00
5657,9955,Arnês de Segurança,1.00
5657,12573,Arnês de Segurança,1.00
5657,14283,Fato Tyvek Cinza Cat. 1 - XL,4.00
5657,13990,Baú de arrumação,1.00
5657,15176,Arnês de Segurança,1.00
5657,14006,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5657,15674,Cinta Plana 3 Ton 3 Metros - Perdido Contentor 28,1.00
5657,14282,Fato Tyvek Cinza Cat. 1 - L,2.00
5657,16507,Diferencial de 1 Ton,1.00
5657,15683,Bancada com torno,1.00
5657,16915,Aparelho de soldar,1.00
5657,16924,Extensão Tripla 220V,1.00
5656,4847,Patins 30 Ton,1.00
5656,10804,Patins 20 Ton,1.00
5655,9460,"Cinta Plana 1 Ton 1,5 Metros (fina)",1.00
5655,10526,"Cinta Plana 1 Ton 1,5 Metros",1.00
5655,13239,"Antiqueda retrátil 3,3M",1.00
5655,13240,"Antiqueda retrátil 3,3M",1.00
5655,13275,Cinta Plana 1 Ton 1 Metro,1.00
5655,13304,Cinta Plana 1 Ton 1 Metro,1.00
5644,16920,Cavalete c Regulação em Altura e Rodas Apoio Tubagens c regulação,1.00
5644,16921,Cavalete c Regulação em Altura,1.00
5644,12324,Preguiça para tubo,1.00
5644,12330,Preguiça para tubo,1.00
5643,15560,Extintor Pó-Químico ABC,1.00
5643,16881,Extintor Pó-Químico ABC,1.00
5642,13695,Joelheira (par),1.00
5641,6583,Berbequim a bateria,1.00
5639,16916,Escadote com plataforma 4 degraus,1.00
5638,6583,Berbequim a bateria,1.00
5636,13793,Berbequim de pedra (SDS MAX),1.00
5634,13130,Tocha TIG (ESAB),1.00
5634,11225,Mascara de soldar Baby Fibra,1.00
5634,3592,Aparelho de soldar TIG,1.00
5629,3567,Extensão Tripla 220V,1.00
5629,5117,Aparelho de soldar,1.00
5629,8195,Luvas pele (mecânico) Tam. 10,6.00
5629,2785,Extensão Tripla 220V,1.00
5629,4801,Extrator / Ventilador de Ar,1.00
5629,5654,Retificadora diam. 125 mm,1.00
5629,8204,Casaco Soldar Crute Tam. L,1.00
5629,3736,Extensão Tripla 220V,1.00
5629,9428,Arnês de Segurança,1.00
5629,11042,Extensão tripla 220V,1.00
5629,9229,Pimenteiro (Quadro Elétrico) - Perdido CT12,1.00
5629,8196,Luvas de soldar / ArcAir,2.00
5629,11680,Extensão Tripla 220V,1.00
5629,13044,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
5629,11225,Mascara de soldar Baby Fibra,2.00
5629,8209,Máscara Filtrante FFP3 com válvula,10.00
5629,12008,Retificadora diam. 125 mm,1.00
5629,13957,Extensão 16 Amp. 5 Pinos,1.00
5629,11851,Extensão 32 Amp. 4 Pinos,1.00
5629,10940,Aparelho de soldar,1.00
5629,13049,Arnês de Segurança,1.00
5629,15123,Chicote 16 Amp. 5 Pinos - 32 Amp. 4 Pinos,1.00
5629,15861,Vidro transparente p/ máscara soldar 108*51,12.00
5629,11377,Baú de Arrumação,1.00
5629,13486,Retificadora diam. 125 mm,1.00
5629,16190,Vidro escuro p/ máscara soldar N10 108*51mm,4.00
5629,11785,Caixa de Ferramenta Serralheiro,1.00
5629,13826,Baú de arrumação,1.00
5620,15300,Luva Eletricista Tam. 10,2.00
