DESTINATIONJOBID,ToolingCode,TotalVolume
17575,EPI.ARN.ARN,2.00
17575,CON.BRC.SDP,3.00
17575,CON.FRC.WDL,11.00
17575,ELM.BRB.BMG,2.00
17575,EPI.LUV.LET,24.00
17575,CON.FMD.CLD,3.00
17575,ELT.CHI.C32,1.00
17575,ELM.CHI.CEE,4.00
17575,EPI.LUV.PEL,78.00
17575,CON.FRC.AFR,2.00
17575,EPI.ANQ.CVA,3.00
17575,ELM.ELC.GUI,1.00
17575,EPI.RSP.MFP,50.00
17575,ELM.APR.API,4.00
17575,HID.BMB.SIM,1.00
17575,ELM.EXT.ETS,24.00
17575,EPI.VIS.SBP,12.00
17575,ELM.APS.APS,6.00
17575,HID.CIL.CHP,1.00
17575,ELM.ILU.PBT,3.00
17575,MAN.ABR.MCE,1.00
17575,ELM.ILU.PRJ,17.00
17575,MAN.CHA.BU1,2.00
17575,ELM.RCT.RBL,1.00
17575,MAN.CHA.ALR,1.00
17575,ELM.RCT.125,8.00
17575,MAN.CHA.JC2,1.00
17575,ELT.ASD.MMG,1.00
17575,MAN.CHA.CHL,7.00
17575,ELM.RCT.230,1.00
17575,MAN.CHA.JSP,1.00
17575,EPI.GLB.FT3,23.00
17575,MAN.CHA.CRD,3.00
17575,ELT.APS.ARC,1.00
17575,MAN.CHA.MRT,1.00
17575,GAS.OXI.MNG,3.00
17575,MAN.CHA.ESQ,1.00
17575,ELT.ASD.ALA,1.00
17575,MAN.CIP.CI3,8.00
17575,HID.BMB.BHB,1.00
17575,MAN.CHA.LIM,1.00
17575,ELT.EXT.ETS,2.00
17575,MAN.ELC.AFN,4.00
17575,MAN.CHA.AJ3,2.00
17575,MAN.CHA.RTG,1.00
17575,EPI.SLD.MCS,8.00
17575,MAN.ELC.GRV,1.00
17575,MAN.CHA.ALV,2.00
17575,MAN.CHA.TCC,1.00
17575,EPI.VIS.PRT,24.00
17575,MAN.EMM.APF,3.00
17575,MAN.CHA.BOC,7.00
17575,MAN.CHP.LUN,4.00
17575,HID.CIL.CHS,2.00
17575,MAN.EMM.PQI,1.00
17575,MAN.CHA.CPB,1.00
17575,MAN.CIP.IL3,1.00
17575,MAN.APS.AAS,22.00
17575,MAN.EMM.REG,2.00
17575,MAN.CHA.GRI,2.00
17575,MAN.CNT.PL3,12.00
17575,MAN.CAD.MET,2.00
17575,MAN.RES.BAL,24.00
17575,MAN.CHA.JC4,1.00
17575,MAN.ELC.D10,2.00
17575,MAN.CHA.AGL,1.00
17575,MAN.RMT.SRH,3.00
17575,MAN.CHA.LUN,1.00
17575,MAN.ELC.D50,6.00
17575,MAN.CHA.CHF,8.00
17575,SEG.CAI.ETT,1.00
17575,MAN.CHA.MLH,4.00
17575,MAN.MNL.034,4.00
17575,MAN.CHA.CNH,3.00
17575,SEG.CSG.CDC,25.00
17575,MAN.CHA.PNC,3.00
17575,MAN.TRA.GRD,2.00
17575,MAN.CHA.ESC,9.00
17575,PNE.MAG.MAG,2.00
17575,MAN.CHA.UMM,1.00
17575,MAN.CHA.FTM,2.00
17575,MAN.CIP.CI1,1.00
17575,MAN.CHA.MRM,5.00
17575,MAN.CIP.CI2,2.00
17575,MAN.CHA.REI,1.00
17575,MAN.CNT.PL1,70.00
17575,MAN.CHA.RTC,2.00
17575,MAN.ELC.D15,2.00
17575,MAN.CHP.BOC,4.00
17575,MAN.ELC.P15,3.00
17575,MAN.CIP.JI3,1.00
17575,MAN.OXI.MOC,3.00
17575,MAN.CNT.PL2,43.00
17575,MAN.RES.TAB,4.00
17575,MAN.CNT.PL4,19.00
17575,MAN.SLD.FRS,3.00
17575,MAN.ELC.D05,3.00
17575,MAN.SUP.GMP,8.00
17575,MAN.ELC.P75,6.00
17575,PNE.APR.API,1.00
17575,PNE.MNG.ARC,4.00
17601,ARM.CFE.MEC,2.00
17601,EPI.LUV.PEL,12.00
17601,MAN.CHA.CHL,2.00
17622,ELM.RCT.125,1.00
17622,ARM.BAU.BAU,1.00
17622,ELM.APS.APS,1.00
17622,ARM.CFE.SER,1.00
17622,ELM.EXT.ETS,3.00
17622,ELM.CHI.CEE,1.00
17622,ELM.RCT.230,1.00
17628,CON.RCT.DS3,25.00
17628,CON.FRC.WDL,1.00
17628,CON.RCT.DS1,50.00
17628,ELM.BRB.BMG,1.00
17630,CON.FMD.RCI,3.00
17630,ARM.MAL.MBA,1.00
17630,ARM.BAU.BAU,4.00
17630,CON.FMC.FXL,50.00
17630,ELM.APS.TIG,2.00
17630,CON.FMD.RCB,3.00
17630,ELM.CHI.CEE,3.00
17630,CON.RCT.DL1,60.00
17630,ELM.RCT.230,3.00
17630,ELM.RCT.125,6.00
17630,ELT.GER.GER,1.00
17630,CON.RCT.DS1,250.00
17630,SEG.CAI.ETT,2.00
17630,EPI.GLB.FRQ,20.00
17630,CON.SLD.TGS,30.00
17630,EPI.VIS.VSR,4.00
17630,ELM.ASD.TTG,1.00
17630,MAN.CHA.RTC,10.00
17630,ELM.EXT.CEE,4.00
17630,ELM.RCT.RBL,1.00
17643,EPI.ANQ.CVA,3.00
17643,ARM.BAU.BAU,2.00
17643,EPI.ARN.ARN,3.00
17643,ARM.CFE.MEC,2.00
17643,EPI.VIS.VSR,4.00
17643,ELM.CHI.CEE,2.00
17643,EPI.LUV.PEL,24.00
17643,ELM.EXT.ETS,2.00
17643,EPI.LUV.NIT,20.00
17643,ELM.RCT.125,2.00
17643,MAN.CHA.JC3,2.00
17643,EPI.AUD.TMP,6.00
17643,EPI.VIS.PRT,3.00
17643,MAN.CAD.MET,2.00
17657,ARM.BOL.VTL,1.00
17657,CON.ABR.JMM,1.00
17657,CON.BRC.CBH,1.00
17657,ELM.RCT.125,1.00
17657,CON.RCT.DS1,10.00
17657,EPI.LUV.PEL,5.00
17657,EPI.AUD.TMP,1.00
17657,EPI.VIS.PRT,1.00
17670,CON.LIX.LMR,4.00
17670,CON.LIM.ESC,2.00
17670,ARM.CFE.MEC,5.00
17670,ARM.MAL.MBA,3.00
17670,CON.SLD.VDP,2.00
17670,CON.LIM.ESP,2.00
17670,CON.BRC.CBI,1.00
17670,CON.LIX.ESF,10.00
17670,CON.SLD.VDT,10.00
17670,ELM.APR.API,2.00
17670,CON.FMD.CPA,1.00
17670,CON.QMC.DBL,2.00
17670,ELM.ASD.TTG,2.00
17670,ELM.APS.TIG,1.00
17670,CON.LIM.PIA,2.00
17670,ELM.CHI.CEE,4.00
17670,ELM.RCT.RBL,1.00
17670,ELM.RCT.230,1.00
17670,ELM.BRB.PDR,1.00
17670,ELM.EXT.ETS,8.00
17670,EPI.ARN.ARN,4.00
17670,EPI.ANQ.CVA,4.00
17670,ELM.CHI.CSK,1.00
17670,ELM.ILU.PBT,1.00
17670,MAN.ABR.MCE,1.00
17670,EPI.GLB.FQM,12.00
17670,ELM.ILU.PRJ,3.00
17670,ELM.SAQ.PAQ,2.00
17670,MAN.CHA.AJ3,1.00
17670,EPI.LUV.PEL,24.00
17670,ELM.RCT.125,3.00
17670,EPI.SLD.MCS,1.00
17670,MAN.CHA.JC3,3.00
17670,HID.CIL.FUR,1.00
17670,EPI.AUD.TMP,6.00
17670,MAN.APS.AAS,2.00
17670,MAN.CHA.MLH,1.00
17670,MAN.CHA.BU4,4.00
17670,EPI.GLB.FT3,6.00
17670,MAN.CAD.MET,3.00
17670,MAN.CNT.PL3,4.00
17670,MAN.CHA.JC2,1.00
17670,EPI.LUV.SOL,2.00
17670,MAN.CHA.GRI,1.00
17670,MAN.ELC.D10,2.00
17670,MAN.CHP.BOC,2.00
17670,EPI.VIS.PRT,10.00
17670,MAN.CHA.MRM,3.00
17670,MAN.MLH.3/4,2.00
17670,MAN.CIP.JI2,2.00
17670,EPI.VIS.VSR,12.00
17670,MAN.CHP.LUN,2.00
17670,MAN.RES.TAB,4.00
17670,MAN.CIP.JI3,2.00
17670,HID.BMB.SIM,1.00
17670,MAN.CIP.CI2,6.00
17670,MAN.RMT.SRH,1.00
17670,MAN.CNT.PL2,9.00
17670,MAN.CHA.ALV,1.00
17670,MAN.CNT.PL1,8.00
17670,MAN.CHA.BU1,1.00
17670,MAN.CNT.RD4,2.00
17670,MAN.CHP.JCP,4.00
17670,MAN.COR.GUI,12.00
17670,MAN.MLH.001,4.00
17670,MAN.LIM.BOR,2.00
17670,MAN.ELC.D15,2.00
17670,MAN.MLH.7/8,2.00
17670,MAN.ELC.P15,2.00
17670,MAN.RES.BAL,4.00
17670,MAN.ELC.P75,3.00
17670,SEG.CSG.CDC,8.00
17670,MAN.EMM.MTL,1.00
17671,ARM.BAU.BAU,1.00
17671,CON.LIM.SAC,5.00
17671,ARM.MAL.MBA,1.00
17671,CON.FIT.PLT,5.00
17671,CON.FIT.PPL,3.00
17671,CON.QMC.LUB,1.00
17671,CON.BRC.HSS,1.00
17671,CON.RCT.DL1,5.00
17671,CON.LIX.ESF,6.00
17671,ELM.APR.API,3.00
17671,CON.LIM.TRP,5.00
17671,CON.RCT.DS1,30.00
17671,CON.QMC.DBL,4.00
17671,ELM.APS.APS,1.00
17671,ELM.RCT.125,2.00
17671,CON.SLD.AC2,1.70
17671,ELM.CHI.CEE,1.00
17671,ELM.BRB.CMB,1.00
17671,EPI.LUV.LTX,100.00
17671,EPI.ARN.ARN,4.00
17671,ELM.EXT.ETS,2.00
17671,EPI.ANQ.CVA,4.00
17671,EPI.SLD.MCS,1.00
17671,EPI.LUV.PEL,12.00
17671,MAN.CHA.MRM,1.00
17671,HID.CIL.CHS,1.00
17671,HID.BMB.SIM,1.00
17671,MAN.CIP.JI2,1.00
17671,MAN.CIP.CI2,1.00
17671,MAN.CHA.AJ2,1.00
17671,MAN.APS.AAS,2.00
17671,MAN.CNT.PL3,4.00
17671,MAN.CNT.PL1,4.00
17671,MAN.CIP.JI3,1.00
17671,MAN.CAD.MET,2.00
17671,MAN.ELC.D30,4.00
17671,MAN.CHA.ALF,2.00
17671,MAN.ELC.P75,2.00
17671,MAN.CHA.ALV,2.00
17671,MAN.RES.TAB,2.00
17671,MAN.CHA.BU1,1.00
17671,MAN.RES.BAL,4.00
17671,MAN.CHA.REI,2.00
17671,MAN.MLH.001,4.00
17692,ARM.CFE.SER,30.00
17692,ARM.CFE.MEC,17.00
17692,ARM.BAU.BAU,1.00
17692,ELM.APS.PAD,3.00
17692,ELM.ACM.BAT,2.00
17692,ARM.MAL.MBA,6.00
17692,ARM.CTT.CTF,1.00
17692,ELM.ASD.TTG,4.00
17692,ELM.APS.TIG,1.00
17692,ELM.APR.API,22.00
17692,CON.FIT.FIO,1.00
17692,ELM.COM.COM,2.00
17692,ELM.BRB.CMB,3.00
17692,ELM.APS.APS,15.00
17692,ELM.ABR.TRR,1.00
17692,ELM.EIA.EAR,3.00
17692,ELM.BRB.FER,1.00
17692,ELM.APS.MES,1.00
17692,ELM.ASD.MMG,2.00
17692,ELM.EXT.CEE,8.00
17692,ELM.BRB.PDR,7.00
17692,ELM.CRT.SSB,5.00
17692,ELM.BRB.BAT,3.00
17692,ELM.MTB.MVT,1.00
17692,ELM.MOM.ESM,1.00
17692,ELM.ILU.PRJ,5.00
17692,ELM.BRB.BMG,3.00
17692,ELM.RCT.180,2.00
17692,ELT.APS.APS,1.00
17692,ELM.RCT.125,25.00
17692,ELM.CHI.CEE,15.00
17692,ELT.APS.PAD,1.00
17692,ELT.APS.MIG,4.00
17692,ELM.RCT.230,17.00
17692,ELM.EXT.ETS,87.00
17692,ELT.ASD.EXA,11.00
17692,ELT.GER.GER,1.00
17692,ELM.THI.MTH,1.00
17692,ELM.ILU.PBT,11.00
17692,EPI.ANQ.RTR,3.00
17692,ELT.QEL.PIM,2.00
17692,ELT.APS.ARC,1.00
17692,ELM.RCT.RBL,4.00
17692,EPI.ARN.ARN,19.00
17692,EPI.ANQ.CVA,24.00
17692,ELT.ASD.ALA,2.00
17692,ELT.ASD.MMG,6.00
17692,GAS.MAN.ACT,1.00
17692,EPI.LUV.SOL,6.00
17692,ELT.EXT.E32,24.00
17692,ELT.CHI.C16,4.00
17692,HID.BMB.DEF,1.00
17692,GAS.MAN.OXG,3.00
17692,ELT.EXT.ETS,1.00
17692,ELT.EXT.E16,1.00
17692,MAN.CHA.CHL,4.00
17692,HID.BMB.SIM,2.00
17692,ELT.MOM.SRF,1.00
17692,EPI.GLB.FT3,30.00
17692,MAN.CHP.LUN,6.00
17692,HID.CIL.CHP,4.00
17692,EPI.GLB.FCH,20.00
17692,GAS.OXI.MNG,9.00
17692,MAN.CNT.PL3,26.00
17692,HID.CIL.FUR,2.00
17692,EPI.SLD.MCS,8.00
17692,HID.CIL.GFA,2.00
17692,MAN.ELC.10T,2.00
17692,MAN.CHA.AJ1,1.00
17692,GAS.MAN.MAR,1.00
17692,MAN.ABR.TRX,1.00
17692,MAN.ELC.D10,19.00
17692,MAN.CHA.JC1,1.00
17692,HID.CIL.CHS,2.00
17692,MAN.BQU.BLQ,1.00
17692,MAN.ELC.D50,3.00
17692,MAN.CHA.JC2,6.00
17692,MAN.APS.AAS,6.00
17692,MAN.CHA.ALC,2.00
17692,MAN.ELC.MNR,1.00
17692,MAN.CHA.JSM,1.00
17692,MAN.CAD.MET,1.00
17692,MAN.CHA.BOC,4.00
17692,MAN.ELC.P30,2.00
17692,MAN.CHA.MRT,1.00
17692,MAN.CHA.CHF,3.00
17692,MAN.CHA.GRI,1.00
17692,MAN.EMM.ALI,1.00
17692,MAN.CHA.RPP,1.00
17692,MAN.CHA.ESC,1.00
17692,MAN.CHA.JC3,8.00
17692,SEG.CSG.CXL,1.00
17692,MAN.CHA.SRT,1.00
17692,MAN.CHA.FTM,1.00
17692,MAN.CHA.PNC,1.00
17692,SEG.LDV.LDV,2.00
17692,MAN.ELC.GRC,3.00
17692,MAN.CHA.MRM,6.00
17692,MAN.CNT.PL1,72.00
17692,MAN.CHA.XAT,3.00
17692,MAN.ELC.GRV,2.00
17692,MAN.CHP.BOC,6.00
17692,MAN.ELC.D15,9.00
17692,MAN.CNT.PL2,63.00
17692,MAN.RES.BAL,10.00
17692,MAN.CNT.PL4,16.00
17692,MAN.ELC.D30,2.00
17692,MAN.ELC.D05,9.00
17692,SEG.CAI.ETT,3.00
17692,MAN.ELC.P75,28.00
17692,MAN.ELC.P15,5.00
17692,MAN.EMM.NLR,1.00
17692,MAN.EMM.NIV,1.00
17692,MAN.TRA.PPL,1.00
17692,MAN.OXI.LOA,2.00
17692,MAN.OXI.MOC,7.00
17692,MAN.SUP.CAV,2.00
17692,MAN.SUP.GMP,6.00
17692,MAN.SUP.PPT,3.00
17692,PNE.APR.API,3.00
17692,PNE.MNG.ARC,19.00
17738,ARM.CFE.MEC,1.00
17738,ARM.BAU.BAU,3.00
17738,ARM.CFE.TUB,1.00
17738,ELM.APR.API,1.00
17738,ARM.CFE.SER,2.00
17738,CON.ASD.MAP,6.00
17738,CON.SLD.VDP,3.00
17738,ELM.APS.TIG,2.00
17738,ARM.MAL.MBA,1.00
17738,ELM.CHI.CEE,3.00
17738,CON.SLD.VDT,14.00
17738,ELM.RCT.230,4.00
17738,ELM.RCT.125,7.00
17738,ELM.EXT.ETS,8.00
17738,ELM.APR.APR,1.00
17738,ELT.APS.TIG,1.00
17738,EPI.LUV.SOL,7.00
17738,EPI.LUV.TIG,12.00
17738,ELM.ASD.TTG,2.00
17738,EPI.ANQ.CVA,5.00
17738,EPI.SLD.MCS,1.00
17738,MAN.CHA.ESQ,1.00
17738,ELM.RCT.RBL,1.00
17738,EPI.GLB.FGN,1.00
17738,EPI.VIS.PRT,3.00
17738,GAS.MAN.DEB,2.00
17738,EPI.ARN.ARN,6.00
17738,GAS.MAN.MAR,2.00
17738,EPI.VIS.VSR,4.00
17738,MAN.CHA.AJ1,5.00
17738,EPI.GLB.CAP,2.00
17738,MAN.CHA.FTM,3.00
17738,MAN.APS.AAS,4.00
17738,MAN.CHA.JSM,1.00
17738,EPI.LUV.ARC,7.00
17738,MAN.CHA.AGL,2.00
17738,EPI.LUV.PEL,12.00
17738,MAN.CHA.ESC,3.00
17738,MAN.CHA.JC3,2.00
17738,MAN.CHA.MRT,4.00
17738,MAN.CHA.RTC,1.00
17739,CON.LIM.ESC,2.00
17739,CON.FMD.CPA,2.00
17739,CON.LIX.PMO,6.00
17740,MAN.CIP.CI2,1.00
17740,MAN.EMM.DIN,1.00
17740,MAN.CIP.IL2,1.00
17742,CON.SLD.70S,15.00
17743,ARM.CFE.MEC,1.00
17743,ELM.CHI.CEE,1.00
17743,ARM.MAL.MBA,1.00
17743,ELM.APS.APS,2.00
17743,ELM.EXT.ETS,4.00
17743,ELM.RCT.125,1.00
17743,ELM.RCT.230,1.00
17743,EPI.VIS.PRT,12.00
17746,ARM.BAU.BAU,1.00
17746,ELM.BRB.BAT,1.00
17746,ELM.RCT.125,1.00
17747,ELM.BRB.BAT,1.00
17747,CON.BRC.CBH,1.00
17747,MAN.CHP.BOC,1.00
17747,ARM.MAL.MBA,1.00
17747,MAN.CHP.LUN,1.00
17748,ARM.CFE.TUB,2.00
17748,ARM.MAL.MBA,2.00
17748,ARM.BAU.BAU,4.00
17748,ELM.ASD.TTG,3.00
17748,ELM.EXT.ETS,6.00
17748,ELM.RCT.125,6.00
17748,ARM.CFE.SER,1.00
17748,ELM.RCT.230,2.00
17748,ELM.RCT.RBL,5.00
17748,EPI.ARN.ARN,3.00
17748,CON.ASD.MAP,5.00
17748,GAS.MAN.MAR,5.00
17748,EPI.ANQ.CVA,3.00
17748,EPI.SLD.MCS,4.00
17748,ELM.APS.TIG,2.00
17748,MAN.CHA.AGL,1.00
17748,GAS.MAN.DEB,3.00
17748,MAN.APS.AAS,3.00
17748,ELM.CHI.CEE,4.00
17748,MAN.CHA.BOC,4.00
17748,MAN.CHA.AJ1,1.00
17748,MAN.CHA.CHL,2.00
17748,MAN.CHA.FTM,1.00
17748,MAN.CHA.ESQ,1.00
17748,MAN.CHA.GRI,1.00
17748,MAN.CHA.MRT,2.00
17748,MAN.SUP.PPT,8.00
17749,ARM.BAU.BAU,18.00
17749,ELM.APS.APS,2.00
17749,EPI.ARN.ARN,5.00
17749,ARM.CFE.TUB,1.00
17749,ARM.CFE.SER,3.00
17749,ELM.RCT.125,14.00
17749,EPI.LUV.TIG,2.00
17749,ELM.EXT.ETS,15.00
17749,ELM.CHI.CEE,1.00
17749,ELM.RCT.230,4.00
17749,EPI.VIS.VSR,2.00
17749,ELM.RCT.RBL,3.00
17749,EPI.ANQ.CVA,6.00
17749,EPI.LUV.PEL,6.00
17749,MAN.APS.AAS,4.00
17749,EPI.VIS.PRT,13.00
17750,ELM.APR.API,1.00
17750,ELM.RCT.RBL,1.00
17750,ELM.APS.APS,1.00
17750,ARM.BAU.BAU,3.00
17751,CON.BRC.CBH,1.00
17751,ARM.BAU.BAU,3.00
17751,ELM.APS.TIG,1.00
17751,ELM.APR.API,1.00
17751,ELM.ASD.TTG,5.00
17751,ARM.CFE.TUB,2.00
17751,ELM.BRB.FER,1.00
17751,ELM.EXT.ETS,7.00
17751,EPI.ARN.ARN,3.00
17751,CON.ASD.MAP,13.00
17751,EPI.ANQ.CVA,3.00
17751,ELM.RCT.125,7.00
17751,GAS.MAN.MAR,3.00
17751,ELM.CHI.CEE,3.00
17751,GAS.MAN.DEB,2.00
17751,ELM.RCT.230,1.00
17751,MAN.CHA.CHL,4.00
17751,ELM.RCT.RBL,1.00
17751,MAN.CHA.AJ1,5.00
17751,EPI.SLD.MCS,1.00
17751,MAN.CHA.JSM,1.00
17751,GAS.MAN.ALT,1.00
17751,MAN.CHA.MRT,1.00
17751,MAN.APS.AAS,1.00
17751,MAN.CHA.NFL,1.00
17751,MAN.CHA.ALC,1.00
17751,MAN.CIP.CI3,3.00
17751,MAN.CHA.CHF,1.00
17751,MAN.CTB.CTU,3.00
17751,MAN.CHA.BOC,1.00
17751,MAN.EMM.NIV,1.00
17751,MAN.CHA.FTM,1.00
17751,MAN.CHA.JLA,4.00
17751,MAN.CIP.JI3,2.00
17751,MAN.CHA.UMM,5.00
17755,ARM.BAU.BAU,2.00
17755,ELM.RCT.125,1.00
17756,ARM.BAU.BAU,1.00
17757,CON.QMC.CRT,25.00
17757,ELM.EXT.ETS,4.00
17757,ARM.CFE.MEC,2.00
17757,ELM.APR.API,3.00
17757,CON.QMC.DBL,2.00
17757,ELM.ILU.PBT,1.00
17757,CON.LIM.TRP,50.00
17757,ELM.BRB.BAT,1.00
17757,EPI.LUV.BOR,6.00
17757,ELM.RCT.RBL,2.00
17757,CON.LIX.ESF,2.00
17757,ELM.ILU.PRJ,4.00
17757,EPI.LUV.NIT,10.00
17757,EPI.ANQ.CVA,5.00
17757,ELM.COM.COM,1.00
17757,ELM.RCT.125,1.00
17757,MAN.CHA.AJ1,1.00
17757,EPI.RSP.FP3,20.00
17757,EPI.ARN.ARN,5.00
17757,EPI.LUV.PEL,36.00
17757,MAN.CHA.BU1,1.00
17757,EPI.RSP.MMM,3.00
17757,EPI.AUD.TMP,10.00
17757,EPI.RSP.FG2,20.00
17757,MAN.ELC.P30,2.00
17757,GAS.OXI.MNG,2.00
17757,EPI.GLB.CAP,3.00
17757,MAN.CHA.AGL,2.00
17757,SEG.CAI.ETT,2.00
17757,MAN.CHA.MLH,2.00
17757,EPI.GLB.FRQ,3.00
17757,MAN.CHA.REI,2.00
17757,EPI.VIS.PRT,7.00
17757,MAN.CHA.MRM,1.00
17757,EPI.VIS.VSR,5.00
17757,MAN.CHP.BOC,5.00
17757,MAN.CHA.MRT,1.00
17757,MAN.CIP.JI3,1.00
17757,MAN.CHP.LUN,5.00
17757,MAN.CIP.JI2,1.00
17757,MAN.ELC.D10,2.00
17757,MAN.CNT.PL1,6.00
17757,MAN.EMM.CPC,4.00
17757,MAN.CNT.PL2,4.00
17757,MAN.MLH.001,4.00
17757,MAN.ELC.ALM,39.00
17757,MAN.MLH.1/2,4.00
17757,MAN.CNT.PL3,12.00
17757,MAN.MLH.5/8,3.00
17757,MAN.ELC.D20,2.00
17757,MAN.CNT.RD4,2.00
17757,MAN.ELC.P15,3.00
17757,MAN.LIM.BOR,2.00
17757,MAN.ELC.P75,3.00
17757,MAN.MLH.038,3.00
17757,MAN.EMM.BMC,4.00
17757,MAN.MLH.3/4,4.00
17757,MAN.RES.BAL,9.00
17757,MAN.MLH.7/8,4.00
17757,MAN.RES.TAB,3.00
17757,MAN.OXI.LOA,2.00
17758,ELM.RCT.125,2.00
17758,CON.ASD.MAP,4.00
17758,ARM.MAL.MBA,6.00
17758,ARM.BAU.BAU,5.00
17758,GAS.MAN.MAR,1.00
17758,ELM.CHI.CEE,1.00
17758,ELM.ASD.TTG,5.00
17758,ELM.APS.TIG,5.00
17758,MAN.APS.AAS,3.00
17758,ELM.EXT.ETS,14.00
17758,EPI.ARN.ARN,5.00
17758,EPI.ANQ.CVA,4.00
17758,MAN.TRA.GRD,1.00
17758,GAS.MAN.DEB,2.00
17759,ARM.BAU.BAU,1.00
17760,ARM.CFE.MEC,10.00
17760,ELM.BRB.CMB,4.00
17760,ELM.ASD.TTG,1.00
17760,ARM.BAU.BAU,9.00
17760,ARM.MAL.MBA,1.00
17760,ELM.BRB.PDR,3.00
17760,EPI.ARN.ARN,8.00
17760,ELM.BRB.BAT,2.00
17760,ELM.APR.API,6.00
17760,EPI.ANQ.CVA,7.00
17760,EPI.GLB.CAP,3.00
17760,ELM.BRB.BMG,1.00
17760,ELM.APS.APS,1.00
17760,EPI.GLB.FRQ,3.00
17760,EPI.LUV.PEL,34.00
17760,ELM.BRB.FER,2.00
17760,ELM.EXT.ETS,10.00
17760,MAN.CHA.JC2,1.00
17760,MAN.CIP.JI2,2.00
17760,ELM.CHI.CEE,7.00
17760,ELM.RCT.125,11.00
17760,EPI.LUV.NIT,10.00
17760,MAN.EMM.CPC,2.00
17760,MAN.CHA.BU1,3.00
17760,ELM.RCT.230,1.00
17760,MAN.CHA.BU5,4.00
17760,ELT.EXT.ETS,1.00
17760,MAN.CHA.JC3,5.00
17760,EPI.AUD.TMP,10.00
17760,MAN.CHA.JC4,1.00
17760,EPI.VIS.PRT,10.00
17760,MAN.SUP.GMP,4.00
17760,MAN.APS.AAS,2.00
17760,MAN.CAD.MET,2.00
17760,MAN.CHA.REI,2.00
17760,MAN.CIP.JI3,2.00
17760,MAN.ELC.P75,1.00
17760,MAN.EMM.BMC,2.00
17761,ARM.CFE.MEC,12.00
17761,CON.LIM.ESC,1.00
17761,ARM.BAU.BAU,16.00
17761,ARM.CFE.TUB,2.00
17761,ARM.MAL.MBA,3.00
17761,ELM.ACM.BAT,6.00
17761,ARM.CFE.SER,6.00
17761,CON.SLD.AC2,1.70
17761,CON.BRC.CBH,1.00
17761,ELM.APS.APS,6.00
17761,CON.ASD.MAP,1.00
17761,ELM.BRB.CMB,1.00
17761,ELM.APR.API,14.00
17761,ELM.APS.TIG,2.00
17761,ELM.BRB.BAT,1.00
17761,ELM.RCT.RBL,6.00
17761,ELM.ASD.MMG,2.00
17761,ELM.ASD.TTG,5.00
17761,ELM.CHI.CEE,3.00
17761,EPI.ANQ.CVA,28.00
17761,ELM.EXT.ETS,16.00
17761,ELM.RCT.230,3.00
17761,ELM.EQA.API,1.00
17761,EPI.ARN.ARN,26.00
17761,ELM.ILU.PBT,4.00
17761,ELT.APS.MIG,1.00
17761,ELM.ILU.PRJ,3.00
17761,EPI.GLB.CAP,1.00
17761,ELM.RCT.125,20.00
17761,ELT.EXT.E32,1.00
17761,ELT.ASD.MMG,3.00
17761,EPI.GLB.FRQ,1.00
17761,EPI.AUD.TMP,10.00
17761,EPI.LUV.PEL,22.00
17761,ELT.CHI.C32,1.00
17761,EPI.VIS.VSR,5.00
17761,EPI.SLD.CPS,1.00
17761,EPI.RSP.MFP,10.00
17761,EPI.LUV.SOL,9.00
17761,GAS.MAN.DEB,1.00
17761,EPI.SLD.MCS,5.00
17761,HID.CIL.CHS,5.00
17761,HID.BMB.SIM,2.00
17761,MAN.CHA.AJ1,1.00
17761,EPI.VIS.PRT,15.00
17761,MAN.CHA.TCC,1.00
17761,MAN.CHA.BOC,8.00
17761,MAN.CHA.CX3,1.00
17761,MAN.APS.AAS,21.00
17761,MAN.CHP.BOC,5.00
17761,MAN.CHA.CHF,2.00
17761,MAN.CHA.JC3,5.00
17761,MAN.CAD.MET,2.00
17761,MAN.CIP.JI2,3.00
17761,MAN.CHA.CPB,2.00
17761,MAN.CHA.JSP,1.00
17761,MAN.CHA.ALC,2.00
17761,MAN.CNT.PL2,17.00
17761,MAN.CHA.JC4,1.00
17761,MAN.CHA.MLH,2.00
17761,MAN.CHA.CHL,4.00
17761,MAN.CTB.CTU,1.00
17761,MAN.ELC.D05,1.00
17761,MAN.CHA.MRT,3.00
17761,MAN.CHA.CPN,1.00
17761,SEG.CSG.CDC,6.00
17761,MAN.ELC.D15,6.00
17761,MAN.CIP.CI3,2.00
17761,MAN.CHA.ESC,2.00
17761,MAN.ELC.D10,11.00
17761,MAN.EMM.SUT,1.00
17761,MAN.ELC.D20,3.00
17761,MAN.CHA.FTM,1.00
17761,MAN.CHA.MRM,7.00
17761,MAN.CHA.REI,3.00
17761,MAN.CHA.RTC,2.00
17761,MAN.CHP.LUN,26.00
17761,MAN.CIP.JI3,8.00
17761,MAN.CNT.PL1,27.00
17761,MAN.ELC.P15,3.00
17761,MAN.ELC.P75,10.00
17770,CON.RCT.DL1,10.00
17770,EPI.SLD.MCA,1.00
17770,CON.RCT.DS1,25.00
17770,ELM.ASD.MMG,1.00
17770,CON.SLD.70S,5.00
17770,ELM.CRT.SEC,1.00
17783,CON.QMC.LMP,4.00
17783,MAN.CHP.LUN,5.00
17783,ARM.CFE.MEC,2.00
17783,ARM.BAU.BAU,1.00
17783,ELM.CHI.CEE,1.00
